GEO_ID,B15002F_001E,B15002F_001M,B15002F_002E,B15002F_002M,B15002F_003E,B15002F_003M,B15002F_004E,B15002F_004M,B15002F_005E,B15002F_005M,B15002F_006E,B15002F_006M,B15002F_007E,B15002F_007M,B15002F_008E,B15002F_008M,B15002F_009E,B15002F_009M,B15002F_010E,B15002F_010M,B15002F_011E,B15002F_011M,B15002F_012E,B15002F_012M,B15002F_013E,B15002F_013M,B15002F_014E,B15002F_014M,B15002F_015E,B15002F_015M,B15002F_016E,B15002F_016M,B15002F_017E,B15002F_017M,B15002F_018E,B15002F_018M,B15002F_019E,B15002F_019M,NAME,B15002F_001EA,B15002F_001MA,B15002F_002MA,B15002F_002EA,B15002F_003EA,B15002F_003MA,B15002F_004EA,B15002F_004MA,B15002F_005EA,B15002F_005MA,B15002F_006EA,B15002F_006MA,B15002F_007MA,B15002F_007EA,B15002F_008EA,B15002F_008MA,B15002F_009EA,B15002F_009MA,B15002F_010EA,B15002F_010MA,B15002F_011EA,B15002F_011MA,B15002F_012EA,B15002F_012MA,B15002F_013MA,B15002F_013EA,B15002F_014EA,B15002F_014MA,B15002F_015EA,B15002F_015MA,B15002F_016EA,B15002F_016MA,B15002F_017EA,B15002F_017MA,B15002F_018MA,B15002F_018EA,B15002F_019EA,B15002F_019MA,state
0400000US13,146924,8595,79725,5386,24828,3269,10981,2088,19428,2882,3317,989,8927,1709,2813,1282,5717,1702,3714,1204,67199,4860,16762,2747,10208,2073,16995,2506,2146,924,8940,1754,4066,1390,5465,1291,2617,959,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,7652,1411,4339,1186,92,102,335,251,729,382,50,85,926,471,361,286,968,641,878,594,3313,803,24,33,369,311,936,501,39,65,645,356,359,302,627,320,314,233,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,20682,3010,10623,1847,3808,1103,1529,690,1663,671,661,476,2280,925,246,288,423,517,13,23,10059,1884,3028,906,1839,921,2099,917,725,486,1360,596,384,298,556,389,68,110,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,439310,14229,229673,8542,62988,5303,34051,3245,61230,4643,9892,1412,32978,3397,10263,1613,13830,2038,4441,1094,209637,7452,58173,4706,27019,2825,50745,4015,9789,1732,29974,3269,9927,1593,18784,2796,5226,1163,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,72520,4786,37656,2892,8989,1545,6546,1403,10839,1909,2043,660,4104,1082,1692,697,2755,937,688,313,34864,2719,8394,1453,4346,1287,9646,1680,823,450,6499,1383,1645,691,2213,775,1298,537,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,24545,3191,13979,2114,4444,1271,3030,935,2730,967,250,207,2189,827,315,268,599,320,422,245,10566,1482,2311,793,1824,568,3170,1107,422,301,1317,622,671,458,676,372,175,154,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,38419,3642,19645,2396,5545,1119,4023,1331,4618,1047,733,331,2395,859,766,478,1249,673,316,262,18774,1830,3777,851,3687,1152,3455,931,460,297,4480,996,1189,626,915,501,811,566,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,18316,2141,10692,1544,3492,939,2007,1050,2374,891,719,413,508,290,519,327,588,372,485,267,7624,1192,2053,632,1176,562,2039,887,210,212,839,429,201,185,831,400,275,175,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,31487,3538,18036,2435,3194,1003,1656,576,6382,1678,956,494,3503,1117,622,326,920,521,803,439,13451,1863,2883,965,944,427,3615,1188,325,253,1968,773,1215,526,1931,729,570,337,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,145065,6683,78560,4126,28805,3095,11982,1945,17480,2312,1536,736,7411,1425,2187,902,6114,2068,3045,1289,66505,3597,21564,2245,8585,1731,16903,2413,1527,533,7206,1524,2003,705,6198,1510,2519,881,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,166553,7807,82176,5117,16915,2525,13184,2198,21883,3082,4213,1032,10319,1796,3788,1003,8289,1987,3585,1098,84377,4075,17433,1730,12282,1905,19722,2262,4278,1315,15137,1803,5365,1266,7204,1612,2956,958,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,66303,4312,36142,2727,6499,1421,5612,1272,9151,1487,2259,665,5855,1100,1070,400,2917,1043,2779,1098,30161,2322,6637,1283,5172,1091,6893,1218,1518,642,5062,1090,1478,766,2062,547,1339,540,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,44600,3366,25191,2222,7447,1568,4843,1064,5235,1110,1120,570,2014,606,1180,615,2926,1129,426,296,19409,2016,5245,1278,2764,927,4492,949,1186,477,2708,1035,638,338,2045,721,331,285,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,15645,2543,10020,1694,2605,915,3444,996,1880,788,216,154,1216,615,321,295,249,279,89,105,5625,1556,1061,502,1409,554,1565,743,343,314,618,637,318,243,200,267,111,211,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,34466,3309,18400,2301,4373,1020,3439,990,5151,1182,418,282,1950,802,756,467,1911,789,402,290,16066,1947,3455,857,3438,1018,3643,1046,251,291,2124,766,788,441,1534,627,833,401,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16240,2561,7915,1365,2187,727,988,455,2495,856,241,181,1028,491,487,337,273,221,216,209,8325,1598,1119,343,1578,604,2442,1028,455,308,1449,715,420,245,603,319,259,188,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,149405,7544,78301,4544,18299,2696,12973,2246,25186,2845,3468,1085,11198,2150,2670,848,3804,1240,703,422,71104,4155,16334,2443,12273,1858,20330,2464,1013,343,12064,1735,3366,938,4540,1213,1184,621,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,361513,13215,181255,7910,37421,3733,23517,3691,57276,4647,4542,1153,30089,3539,7195,1949,16392,2854,4823,1183,180258,7092,30924,3037,18743,2125,52380,4903,5235,1387,31290,2596,11276,1752,22667,3050,7743,1828,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,132339,8375,67190,5089,9924,1905,10248,1705,15737,2221,4614,1129,15141,2284,4531,1318,4851,1626,2144,875,65149,4248,8882,1861,9192,1747,13818,2061,2678,881,16778,2278,5339,1301,4709,1054,3753,1330,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1073742,21449,520184,13201,113977,5904,81201,5840,130264,6993,28445,3182,78204,5122,23932,3114,48247,5146,15914,2395,553558,11630,118354,6230,80186,5131,126185,6486,24019,2624,84443,4369,35935,3229,60442,3781,23994,2882,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,152081,8161,83004,5151,30310,3437,15293,2415,17227,2542,2476,861,7674,1674,3226,973,5279,1366,1519,835,69077,4354,19395,2518,10577,1962,16597,2669,2110,713,8325,1645,3499,1094,5830,1395,2744,837,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,57002,4216,31887,2779,4445,1328,3654,1054,9592,2044,2553,823,6263,1608,1900,714,2066,618,1414,616,25115,2431,3848,1018,4177,992,5999,1221,1212,453,3434,818,2497,903,2092,679,1856,746,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,57107,3628,31443,2112,9842,1166,4899,1092,8130,1320,1108,524,3917,1038,1075,465,1887,604,585,264,25664,1922,8153,1203,4014,1100,6215,1115,1091,444,2650,726,1019,403,1926,749,596,291,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,59256,4593,33527,3134,9685,1610,6210,1488,6298,1752,1912,724,5237,1396,1052,553,2738,903,395,316,25729,2074,8231,1487,3762,1335,4710,1327,1163,608,3531,1074,1516,626,1934,698,882,454,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,140600,7913,73648,5013,12870,2035,12975,2141,21769,2940,5154,1165,10828,2253,3491,1020,4212,1100,2349,920,66952,3869,9213,1741,11601,2101,17353,2251,3995,1089,12528,2086,3534,949,5675,1253,3053,920,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,37147,3589,18944,2393,5650,1544,2196,882,3734,1227,801,548,3331,1398,2016,817,753,422,463,411,18203,1978,4510,927,2682,857,3671,977,668,478,3503,1012,1545,674,1271,630,353,269,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,38833,4076,22473,2815,6245,1449,4853,1296,5049,1427,294,245,2836,978,1277,1012,1410,636,509,499,16360,2247,3368,882,2163,935,3126,877,485,355,3144,1049,1314,655,1636,948,1124,644,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,47887,4352,26436,2866,8596,1797,3336,1209,6480,1551,818,439,2819,941,546,319,3443,1275,398,339,21451,2425,6903,1838,2775,1068,4805,1388,617,476,2313,901,762,362,2154,795,1122,789,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,880090,20615,462123,12152,121082,6994,71136,4395,114340,6263,24335,2463,70448,5102,21317,2700,28042,3158,11423,1876,417967,11362,110284,5097,59732,4371,95684,5565,20462,2282,67288,5035,19127,2415,31939,3284,13451,2321,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,70708,4763,36309,3212,6461,1788,7684,1702,11258,2607,1046,631,5301,1252,1323,554,2689,1151,547,354,34399,2600,7695,1937,5154,1058,11716,2326,900,382,4713,1051,1660,740,1852,697,709,478,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,117021,8672,63665,5662,15707,3221,9057,2266,15792,2919,1344,608,9776,1748,3734,1402,6083,1586,2172,825,53356,4268,10157,2244,7438,1962,8490,1589,3116,1439,9147,1825,5064,1418,7203,1599,2741,706,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,150438,6552,80954,4169,22919,3092,12816,1969,18659,2646,4996,1136,11276,1862,3617,1119,5084,1091,1587,531,69484,3819,17415,2327,9160,1728,15810,2181,4077,1058,12298,2195,2955,835,6206,1066,1563,609,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,56526,4799,30401,2659,6345,1249,5513,1221,7742,1457,2496,903,4709,1285,1033,478,1353,593,1210,714,26125,2763,5784,1509,5228,1194,5156,1150,849,446,4583,1101,1366,595,2186,838,973,469,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,394124,11367,189488,7053,38941,3146,21061,2547,54765,4415,7099,1643,23510,2869,14903,2251,21777,2994,7432,1461,204636,6939,37602,3424,16834,1946,49830,3734,6258,1071,23207,2564,19222,2593,36525,3389,15158,2023,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
