GEO_ID,B10051G_001E,B10051G_001M,B10051G_002E,B10051G_002M,B10051G_003E,B10051G_003M,B10051G_004E,B10051G_004M,B10051G_005E,B10051G_005M,B10051G_006E,B10051G_006M,B10051G_007E,B10051G_007M,NAME,B10051G_001EA,B10051G_001MA,B10051G_002MA,B10051G_002EA,B10051G_003MA,B10051G_003EA,B10051G_004MA,B10051G_004EA,B10051G_005MA,B10051G_005EA,B10051G_006EA,B10051G_006MA,B10051G_007MA,B10051G_007EA,state
0400000US40,5825,1000,4076,896,2661,735,1415,463,1749,475,1168,407,581,217,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1407,507,652,341,472,301,180,161,755,394,259,261,496,306,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3151,1159,962,484,811,436,151,213,2189,986,941,651,1248,597,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1592,732,768,479,467,283,301,380,824,499,525,445,299,225,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10676,1716,4940,1038,3004,800,1936,675,5736,1223,2692,802,3044,1037,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3392,1010,930,540,645,425,285,296,2462,854,1254,508,1208,686,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2848,921,1571,708,763,424,808,555,1277,536,635,323,642,415,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,5365,1391,2796,1065,1752,829,1044,560,2569,785,1161,579,1408,664,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
