GEO_ID,B19101B_001E,B19101B_001M,B19101B_002E,B19101B_002M,B19101B_003E,B19101B_003M,B19101B_004E,B19101B_004M,B19101B_005E,B19101B_005M,B19101B_006E,B19101B_006M,B19101B_007E,B19101B_007M,B19101B_008E,B19101B_008M,B19101B_009E,B19101B_009M,B19101B_010E,B19101B_010M,B19101B_011E,B19101B_011M,B19101B_012E,B19101B_012M,B19101B_013E,B19101B_013M,B19101B_014E,B19101B_014M,B19101B_015E,B19101B_015M,B19101B_016E,B19101B_016M,B19101B_017E,B19101B_017M,NAME,B19101B_001MA,B19101B_001EA,B19101B_002MA,B19101B_002EA,B19101B_003EA,B19101B_003MA,B19101B_004EA,B19101B_004MA,B19101B_005EA,B19101B_005MA,B19101B_006MA,B19101B_006EA,B19101B_007MA,B19101B_007EA,B19101B_008MA,B19101B_008EA,B19101B_009EA,B19101B_009MA,B19101B_010EA,B19101B_010MA,B19101B_011MA,B19101B_011EA,B19101B_012MA,B19101B_012EA,B19101B_013MA,B19101B_013EA,B19101B_014EA,B19101B_014MA,B19101B_015EA,B19101B_015MA,B19101B_016EA,B19101B_016MA,B19101B_017MA,B19101B_017EA,state
0400000US13,701607,10405,72410,5305,39618,3725,44615,3773,47510,3762,37654,3395,40074,4154,37116,3674,35149,3630,30409,3213,57248,4612,71978,5078,75751,4462,52171,4068,23763,3050,22840,2784,13301,2185,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,6902,1215,613,390,0,182,337,341,68,93,0,182,281,306,456,377,153,211,373,328,576,319,509,357,1509,887,587,392,433,338,710,519,297,211,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,387445,7232,47004,3791,21419,2712,26981,2357,23966,2369,22718,2184,22181,2349,18304,2385,18946,2249,14621,1829,26277,2646,35330,2797,42093,3150,28071,2356,14928,1970,15305,2094,9301,1438,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,129753,3833,15687,1985,8611,1584,7502,1508,10516,1737,8567,1350,8170,1558,8453,1821,6984,1217,5139,1201,10066,1640,10679,1575,13540,1625,6606,1130,3842,1015,3845,1126,1546,640,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,21888,1984,4101,1233,1391,622,1219,598,1414,698,2183,859,1167,612,1719,769,1016,516,655,431,1705,700,1604,561,2091,735,764,444,557,327,169,236,133,173,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,35590,2139,2495,833,2045,811,1426,657,2788,950,2058,706,1704,578,1601,739,2294,742,2018,606,2799,1009,3198,802,5296,1440,2425,796,1858,797,867,427,718,385,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,79476,3029,8665,1437,6156,1468,6671,1409,4553,1186,5642,1184,4107,1157,4460,1246,5795,1404,3322,920,6337,1427,5018,1118,7835,1378,4395,1035,2738,968,2236,841,1546,661,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,324246,7021,40946,3233,24606,2345,29266,3804,27553,2493,20357,2313,21209,2474,16083,2074,14598,2049,15889,2006,24056,2878,25750,2547,29067,2541,16229,1876,7185,1227,7074,1344,4378,1203,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,400571,6708,21453,2797,13497,1946,12129,1806,12549,2011,14796,2169,15260,1883,13268,1778,15657,2423,14513,2034,31195,2809,40359,3018,62895,4174,41121,2930,31339,2806,35425,2804,25115,2197,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,103886,3946,8261,1664,4748,1378,5558,1306,4152,1070,5807,1469,6623,1540,7564,1526,4713,1137,3691,987,6528,1287,11273,1536,12635,1640,7992,1170,5298,1154,5335,1247,3708,1040,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,298795,6238,40445,3097,22482,2311,22548,2421,17918,2021,17173,1946,20813,2309,15566,1775,13923,2062,12710,1960,24003,2375,27445,2395,26628,2169,15013,2022,9046,1648,8274,1464,4808,1093,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,63842,2742,6592,1424,4417,1223,6150,1513,5055,1424,3924,1219,3677,1156,5185,1117,2646,912,2838,1042,5701,1604,5387,1244,5910,1226,2528,848,1195,511,1486,698,1151,554,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,256743,5038,36468,3030,19603,2654,23861,2593,21115,2523,17616,1939,15841,1938,14918,2289,16791,2247,10791,1779,18903,2004,21928,2699,18586,2341,11070,1788,4285,991,3515,1008,1452,531,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,159743,4428,16102,2479,10998,1788,9757,1648,11605,1888,10867,1565,10187,1845,7448,1558,6988,1452,7429,1756,14841,1949,16226,1946,16718,1895,9630,1539,4128,1063,5051,1217,1768,535,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,17879,1337,2202,809,1451,543,853,421,731,362,1266,605,1058,520,874,465,512,291,834,543,1409,439,1949,607,2277,825,1233,500,810,467,383,248,37,62,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,50059,2722,6666,1616,2109,769,2469,767,2958,921,2540,781,2539,793,2157,844,2177,680,3441,1125,3641,898,6088,1338,6104,1382,2892,850,1647,590,1408,531,1223,548,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,263773,5934,20991,2882,9343,1733,12743,1708,12806,1721,12514,1815,13583,2247,11517,1754,9970,1435,11736,1911,22037,2449,25744,2491,36266,3257,23037,2424,15893,1746,15008,1670,10585,1399,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,10212,1328,928,648,675,497,998,598,562,339,475,367,448,453,65,87,398,343,184,182,777,466,947,582,1543,771,342,295,443,381,480,443,947,619,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,649783,9583,59389,3559,31962,2728,32605,3032,26653,2422,33715,3457,30390,2603,30159,2758,28402,2697,25980,2702,48565,4209,65024,4091,80378,4382,59440,3983,35417,3205,36943,2709,24761,1954,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,490003,8080,43475,3558,30258,3066,36123,3526,35339,3263,31750,3055,34805,2709,27065,2658,27530,2994,24599,3126,40380,3141,47935,3690,51024,3502,27379,2918,14499,1944,10725,1932,7117,1341,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,322132,5926,44272,3244,21931,2232,25668,2652,24693,3177,21700,2199,18383,1990,17042,2202,14352,1827,14720,2262,23115,1957,27892,3054,31278,2747,17444,2222,8351,1414,7200,1469,4091,1230,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,63922,2309,7147,1228,3507,1006,4436,917,5654,1115,4919,1134,4259,1006,4029,893,2926,940,2153,504,4861,1052,5952,1231,5914,891,4765,986,986,432,1473,463,941,452,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,15204,1682,1866,724,1149,665,1147,718,1525,896,770,490,1042,649,675,587,512,528,292,247,831,391,1506,661,1204,589,1095,492,574,294,616,340,400,297,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,289948,5889,29493,2729,20925,2357,20944,2254,18600,2284,17932,1988,18557,2523,15832,1995,12474,1614,13109,2113,23224,2357,26138,2412,31895,2893,17155,2174,9853,1663,7645,1558,6172,1214,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14629,1482,1247,591,1137,551,1124,687,458,334,554,459,799,513,1544,640,576,362,797,465,786,549,857,443,2510,767,633,359,715,543,582,379,310,247,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,300657,6375,28185,3059,20333,2652,21500,2131,24866,2813,20353,2472,20979,2319,19360,2291,17190,2053,11133,1572,26590,2587,29834,2714,30520,3227,13514,2013,7958,1853,5159,1188,3183,843,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,250557,5588,23150,2884,15515,2228,18818,2450,15236,1721,15993,2305,17680,2195,15424,2131,11455,1914,13396,2334,19077,2119,25609,2455,26742,3011,15296,2206,7719,1334,5568,1194,3879,880,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,737584,10785,59138,4503,33391,3189,43608,3577,43021,3122,42561,3864,45248,3910,34900,3236,38452,3495,36148,3516,56102,3944,75677,5401,88787,5394,58193,4459,28888,3146,31513,2929,21957,2963,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,5334,1168,80,114,594,367,328,260,341,303,326,299,302,405,476,417,349,304,233,204,172,182,665,368,206,112,346,302,547,547,92,120,277,244,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,361356,6730,26377,2996,15016,2522,16590,2395,20000,3209,18675,2545,20262,2763,18397,2485,17521,2268,14153,1965,27281,2328,36190,3151,47342,3496,26717,2324,20188,2257,20057,2026,16590,1964,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,55519,2961,4936,1352,2321,996,2141,824,2550,987,3109,1024,1612,565,3067,820,2471,856,3029,1132,4496,1401,6392,1437,8441,1670,4375,1268,2352,1001,2859,834,1368,531,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15163,1829,1921,964,1005,504,1044,667,1088,630,813,468,1126,494,847,421,865,436,518,322,1153,523,1923,779,1060,505,744,382,473,376,391,365,192,154,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,75616,2885,10405,1762,6105,1166,5615,1112,7830,1660,4606,1081,5290,1154,4509,1285,3490,918,2205,669,5170,1138,6610,982,6638,1144,4134,946,1308,468,1164,500,537,245,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,88137,4104,21268,2118,9844,1616,9839,1604,8033,1613,6445,1061,5937,1045,4507,990,3666,993,2527,801,4852,1066,4492,997,3868,1072,1462,545,553,426,318,298,526,305,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
