GEO_ID,B10051F_001E,B10051F_001M,B10051F_002E,B10051F_002M,B10051F_003E,B10051F_003M,B10051F_004E,B10051F_004M,B10051F_005E,B10051F_005M,B10051F_006E,B10051F_006M,B10051F_007E,B10051F_007M,NAME,B10051F_001MA,B10051F_001EA,B10051F_002EA,B10051F_002MA,B10051F_003EA,B10051F_003MA,B10051F_004MA,B10051F_004EA,B10051F_005MA,B10051F_005EA,B10051F_006MA,B10051F_006EA,B10051F_007MA,B10051F_007EA,state
0400000US25,7223,1649,2093,866,1363,661,730,399,5130,1213,3576,1172,1554,686,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3369,1128,1125,685,500,331,625,548,2244,848,1568,809,676,329,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,763,375,307,255,307,255,0,155,456,281,341,244,115,102,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,9713,1907,3180,1114,2540,1071,640,407,6533,1745,3474,1130,3059,1296,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,18272,2947,3614,1037,2185,822,1429,690,14658,2642,6515,1626,8143,1923,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,7949,1808,3656,1109,2114,842,1542,713,4293,1391,2662,1182,1631,698,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,66901,5198,16698,2296,11063,2070,5635,1506,50203,4936,26874,3369,23329,3094,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5393,1822,1771,840,1417,735,354,312,3622,1348,2740,1236,882,628,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1356,541,491,269,245,204,246,227,865,441,384,295,481,352,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2904,911,1523,766,814,423,709,516,1381,481,543,295,838,418,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2842,909,819,476,511,397,308,285,2023,790,1314,612,709,508,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8134,1921,2257,931,1450,778,807,577,5877,1718,3261,1422,2616,1031,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1799,807,551,448,270,264,281,330,1248,723,517,432,731,608,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2538,1324,511,500,451,488,60,57,2027,1245,1299,991,728,569,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,60914,4844,22754,3044,15016,2598,7738,1815,38160,3813,19871,2921,18289,2380,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,6256,1931,1434,826,714,525,720,542,4822,1759,3464,1658,1358,675,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6705,2039,1395,750,987,574,408,482,5310,1730,2504,1329,2806,1187,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,8234,2044,2384,1040,1344,800,1040,619,5850,1723,4239,1466,1611,724,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2341,1216,604,530,604,530,0,145,1737,1036,1340,954,397,419,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17207,3064,5935,1626,3892,1304,2043,760,11272,2440,6390,1831,4882,1279,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
