GEO_ID,B10051C_001E,B10051C_001M,B10051C_002E,B10051C_002M,B10051C_003E,B10051C_003M,B10051C_004E,B10051C_004M,B10051C_005E,B10051C_005M,B10051C_006E,B10051C_006M,B10051C_007E,B10051C_007M,NAME,B10051C_001EA,B10051C_001MA,B10051C_002EA,B10051C_002MA,B10051C_003EA,B10051C_003MA,B10051C_004EA,B10051C_004MA,B10051C_005MA,B10051C_005EA,B10051C_006MA,B10051C_006EA,B10051C_007EA,B10051C_007MA,state
0400000US17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1713,651,1149,584,1031,560,118,125,564,282,382,257,182,135,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1984,513,1112,342,582,255,530,232,872,324,446,214,426,246,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,795,307,329,196,216,148,113,145,466,223,208,183,258,207,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1301,661,319,243,197,176,122,141,982,621,484,290,498,527,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3176,643,2696,585,1544,455,1152,368,480,252,189,170,291,178,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,716,232,405,153,255,136,150,76,311,181,85,67,226,170,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1017,481,496,221,354,194,142,118,521,405,427,393,94,79,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,9742,1045,4770,747,3251,674,1519,497,4972,890,2554,676,2418,494,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2100,795,1082,519,743,460,339,233,1018,505,555,364,463,347,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4956,1111,2653,769,1807,597,846,501,2303,834,1070,524,1233,533,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,1957,439,1258,383,987,378,271,141,699,265,360,213,339,202,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,7906,952,4531,730,2501,589,2030,456,3375,712,1948,539,1427,486,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1197,512,519,334,426,321,93,87,678,393,129,117,549,360,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3512,597,2445,496,1728,364,717,285,1067,365,691,313,376,235,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3843,1247,1027,475,858,459,169,138,2816,1145,1847,1091,969,650,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1845,752,1375,729,1055,681,320,221,470,246,179,173,291,188,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,762,487,516,469,516,469,0,197,246,163,151,141,95,76,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3109,790,1359,436,885,389,474,246,1750,598,852,326,898,486,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1416,372,1092,360,532,274,560,232,324,163,145,92,179,136,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,615,217,358,173,140,104,218,109,257,155,137,124,120,75,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
