GEO_ID,C21001B_001E,C21001B_001M,C21001B_002E,C21001B_002M,C21001B_003E,C21001B_003M,C21001B_004E,C21001B_004M,C21001B_005E,C21001B_005M,C21001B_006E,C21001B_006M,C21001B_007E,C21001B_007M,C21001B_008E,C21001B_008M,C21001B_009E,C21001B_009M,C21001B_010E,C21001B_010M,C21001B_011E,C21001B_011M,C21001B_012E,C21001B_012M,C21001B_013E,C21001B_013M,C21001B_014E,C21001B_014M,C21001B_015E,C21001B_015M,NAME,C21001B_001EA,C21001B_001MA,C21001B_002MA,C21001B_002EA,C21001B_003MA,C21001B_003EA,C21001B_004MA,C21001B_004EA,C21001B_005EA,C21001B_005MA,C21001B_006EA,C21001B_006MA,C21001B_007MA,C21001B_007EA,C21001B_008MA,C21001B_008EA,C21001B_009MA,C21001B_009EA,C21001B_010EA,C21001B_010MA,C21001B_011EA,C21001B_011MA,C21001B_012EA,C21001B_012MA,C21001B_013MA,C21001B_013EA,C21001B_014MA,C21001B_014EA,C21001B_015MA,C21001B_015EA,state
0400000US13,2334445,8869,1053366,5801,939117,6298,124811,6008,814306,7905,114249,1962,42273,2734,71976,2999,1281079,5211,1104740,5510,28716,3408,1076024,6233,176339,1848,2275,762,174064,2010,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,17327,1635,10513,1314,9396,1252,4449,1006,4947,1203,1117,456,603,307,514,471,6814,939,6685,931,1383,735,5302,968,129,189,0,182,129,189,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1373983,6149,626573,4266,545013,4094,43470,3089,501543,4994,81560,1105,30158,1815,51402,2112,747410,3549,618756,3578,6285,1178,612471,3844,128654,990,1417,685,127237,1309,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,435121,5397,200928,3412,178515,3347,19745,2031,158770,3368,22413,851,10141,1130,12272,1128,234193,3912,200405,3903,2608,750,197797,3999,33788,836,192,145,33596,850,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,72112,2192,39366,1944,36884,2009,2331,873,34553,2089,2482,515,801,356,1681,460,32746,1474,29719,1425,685,381,29034,1449,3027,515,0,155,3027,515,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,122639,3194,62174,2566,55691,2499,7273,1252,48418,2452,6483,433,2251,487,4232,534,60465,1806,50816,1705,631,454,50185,1762,9649,629,72,118,9577,629,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,265616,3475,131172,2822,116549,2696,15494,2041,101055,3192,14623,1241,7504,1033,7119,1037,134444,2486,112892,2405,2333,606,110559,2365,21552,1240,315,234,21237,1299,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1087934,4438,500397,3184,437895,3154,38484,3135,399411,4022,62502,1442,18223,1810,44279,2025,587537,2645,496024,2524,9952,1659,486072,2809,91513,1105,476,314,91037,1124,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,9725,1327,6518,1151,6069,1199,692,386,5377,1126,449,386,215,269,234,245,3207,656,2870,573,0,163,2870,573,337,297,19,35,318,297,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1345476,6053,606789,3891,528702,3814,60966,4246,467736,5744,78087,1096,32705,2380,45382,2385,738687,3931,619359,3883,16286,2117,603073,4337,119328,1356,1295,572,118033,1429,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,371703,5616,175889,3222,157597,3340,6624,1576,150973,3771,18292,942,4039,769,14253,1070,195814,4006,168365,4033,876,507,167489,3984,27449,925,299,301,27150,926,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1025655,5902,472148,3538,408624,3655,29723,2588,378901,4201,63524,874,24706,1758,38818,1769,553507,3940,458250,3879,4634,1023,453616,3993,95257,1019,727,336,94530,1149,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,207335,3369,104661,2440,98674,2408,6216,1371,92458,2637,5987,473,1631,427,4356,537,102674,2225,94079,2185,807,346,93272,2222,8595,642,48,82,8547,640,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,811343,3410,366583,2952,321390,2978,22845,2743,298545,3936,45193,1176,10791,1282,34402,1368,444760,2196,376742,2166,5759,1434,370983,2868,68018,980,501,353,67517,1135,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,516784,3964,235949,3002,208858,3080,21356,2654,187502,3698,27091,889,10544,1170,16547,1216,280835,2333,236138,2538,4029,1034,232109,2681,44697,850,501,327,44196,870,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,63030,1751,32288,1331,29519,1349,3001,802,26518,1464,2769,321,1337,407,1432,421,30742,1236,26729,1086,479,282,26250,1139,4013,473,42,67,3971,478,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,183477,2773,89998,1890,78349,1852,9769,1454,68580,2304,11649,454,5042,949,6607,987,93479,1961,79505,1848,2053,773,77452,1886,13974,450,422,257,13552,546,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,15195,1451,8338,985,7706,974,785,435,6921,990,632,333,366,240,266,280,6857,1091,5920,1046,36,69,5884,1039,937,291,0,184,937,291,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,915203,6559,421914,3775,370300,3749,21577,2538,348723,4575,51614,965,16352,1471,35262,1637,493289,3866,410209,3791,4590,1059,405619,3864,83080,944,968,431,82112,1018,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,34162,2751,20085,2167,17918,2333,3406,993,14512,2376,2167,876,987,575,1180,674,14077,1659,11332,1446,340,244,10992,1398,2745,980,126,158,2619,987,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2351207,12768,1062610,6710,922099,6688,38900,3188,883199,6884,140511,2042,30395,2772,110116,3041,1288597,8284,1055854,7604,7729,1212,1048125,7687,232743,2374,1090,321,231653,2444,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1622555,5964,732703,4496,634502,4529,81741,4260,552761,5740,98201,1582,33751,2324,64450,2790,889852,3446,738342,3554,20256,2345,718086,4242,151510,1883,1763,535,149747,2015,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1045052,6358,482111,4240,419128,4060,37939,2896,381189,4658,62983,1033,26357,1817,36626,1761,562941,4085,464876,3981,9561,1728,455315,4200,98065,1161,751,444,97314,1254,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,211348,2296,104748,2167,92608,2232,11045,1320,81563,2540,12140,763,6435,791,5705,1003,106600,1841,91658,1848,2503,762,89155,1980,14942,719,121,110,14821,729,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,58394,2538,32190,2091,29246,2076,2655,961,26591,2244,2944,562,1557,544,1387,472,26204,1414,23263,1445,182,181,23081,1431,2941,536,0,197,2941,536,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1048889,6356,493250,4157,433185,4046,35908,3040,397277,4845,60065,1089,24550,1836,35515,2058,555639,4210,460093,3975,8675,1522,451418,4076,95546,1415,904,393,94642,1475,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,48391,2700,23662,1555,20848,1536,1517,635,19331,1648,2814,421,1145,537,1669,531,24729,1696,21468,1788,194,223,21274,1805,3261,415,188,295,3073,460,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,997684,4147,452982,3026,388103,2913,49785,3656,338318,4599,64879,1076,23466,1838,41413,2118,544702,2843,449291,2738,11840,1997,437451,3221,95411,715,765,337,94646,805,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,819961,5645,377471,3758,334982,3730,34193,3047,300789,4251,42489,1272,15342,1632,27147,1893,442490,3872,378733,3654,7977,1503,370756,3823,63757,1332,335,266,63422,1382,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2411934,12018,1140272,7995,1024446,7952,119574,6438,904872,8847,115826,2127,47279,2851,68547,2778,1271662,6710,1100623,6555,29295,3122,1071328,7188,171039,2355,1704,544,169335,2290,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,22356,1459,13308,1069,12816,1040,836,483,11980,1150,492,310,394,272,98,106,9048,1006,7946,968,275,295,7671,1049,1102,304,0,187,1102,304,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1206621,7540,561807,4845,486839,5018,82152,4491,404687,5610,74968,1641,31506,2026,43462,2141,644814,4484,537561,4284,28694,2811,508867,4497,107253,1826,1359,542,105894,1882,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,191602,5012,103849,3323,94016,3289,19280,2062,74736,3352,9833,676,5683,928,4150,899,87753,2676,78315,2510,3678,1107,74637,2869,9438,917,61,83,9377,924,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,54996,2657,30279,2021,27452,1893,2669,787,24783,1995,2827,725,892,380,1935,627,24717,1822,19936,1542,931,493,19005,1592,4781,887,15,32,4766,891,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,250374,2868,118588,1792,107857,1800,7110,1242,100747,2044,10731,661,3859,832,6872,781,131786,2303,116438,2162,971,402,115467,2110,15348,773,129,130,15219,782,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,276410,10061,135990,6265,108169,5983,3339,1019,104830,6022,27821,2229,5154,984,22667,2089,140420,6113,107874,5530,259,245,107615,5559,32546,2193,0,221,32546,2193,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
