GEO_ID,B19001F_001E,B19001F_001M,B19001F_002E,B19001F_002M,B19001F_003E,B19001F_003M,B19001F_004E,B19001F_004M,B19001F_005E,B19001F_005M,B19001F_006E,B19001F_006M,B19001F_007E,B19001F_007M,B19001F_008E,B19001F_008M,B19001F_009E,B19001F_009M,B19001F_010E,B19001F_010M,B19001F_011E,B19001F_011M,B19001F_012E,B19001F_012M,B19001F_013E,B19001F_013M,B19001F_014E,B19001F_014M,B19001F_015E,B19001F_015M,B19001F_016E,B19001F_016M,B19001F_017E,B19001F_017M,NAME,B19001F_001EA,B19001F_001MA,B19001F_002MA,B19001F_002EA,B19001F_003MA,B19001F_003EA,B19001F_004MA,B19001F_004EA,B19001F_005MA,B19001F_005EA,B19001F_006EA,B19001F_006MA,B19001F_007EA,B19001F_007MA,B19001F_008MA,B19001F_008EA,B19001F_009MA,B19001F_009EA,B19001F_010MA,B19001F_010EA,B19001F_011MA,B19001F_011EA,B19001F_012EA,B19001F_012MA,B19001F_013EA,B19001F_013MA,B19001F_014EA,B19001F_014MA,B19001F_015EA,B19001F_015MA,B19001F_016MA,B19001F_016EA,B19001F_017EA,B19001F_017MA,state
0400000US16,9448,1393,1100,572,542,321,463,357,359,250,1121,656,763,537,710,407,269,265,286,291,376,288,1714,671,789,470,701,450,161,217,94,111,0,193,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,196820,6907,11723,1780,7504,1349,10957,1460,15595,1900,12423,1999,12274,1908,11864,1693,11813,1997,10228,1779,17404,1955,23540,2654,23705,3065,12481,1952,6741,1355,5957,1383,2611,1036,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37774,3231,3117,1125,2474,998,2140,920,3112,833,3789,1202,2536,794,2245,843,1960,695,1510,584,2771,950,4883,1304,3260,1061,2013,776,605,430,874,568,485,324,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,12302,1708,657,430,471,321,636,444,694,418,1737,754,1004,535,852,444,202,194,557,327,1260,655,1696,641,1462,672,455,249,165,220,158,172,296,239,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18152,2005,928,381,770,388,702,439,1960,915,1381,655,945,509,1656,508,935,429,1604,502,1903,857,1569,586,2111,819,800,495,420,273,357,264,111,115,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,8919,1185,302,224,647,332,499,400,1269,603,711,404,1154,645,912,554,583,448,481,401,761,399,491,354,648,476,298,228,100,133,63,101,0,187,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16313,1996,1970,651,717,317,404,319,1576,753,961,463,1538,771,1530,671,851,521,669,569,1103,612,1660,676,789,523,1504,758,538,433,333,333,170,158,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,58283,3669,1706,693,1087,540,1921,762,1647,630,2915,1054,3156,1012,3416,1243,3466,1010,3534,1160,6008,1417,7703,1657,8939,1552,5527,1383,2783,1013,3183,1052,1292,800,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,86106,3979,10798,1624,10653,1705,6992,1372,4174,1125,4662,1237,4835,1124,4744,1157,3937,961,4050,1038,5712,1234,8784,1705,6910,1327,4641,1098,1810,620,2402,875,1002,396,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,34363,2470,2936,810,1476,677,3390,852,2101,883,2884,992,2692,782,1586,568,2301,773,2229,752,2998,867,3116,838,3954,1155,1365,597,491,339,433,303,411,279,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21835,1999,1248,502,1149,585,1414,570,1280,526,1589,720,2213,810,2356,924,1887,694,1392,529,1464,651,2086,837,2123,727,632,352,579,260,396,275,27,40,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6379,1230,1074,489,0,207,313,222,415,423,1159,739,344,254,450,416,314,349,433,404,418,282,540,314,544,427,43,72,258,337,0,207,74,89,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18362,2052,1854,793,1556,608,1928,907,1535,587,1625,762,1112,500,1450,670,1239,558,919,480,1443,716,811,417,1110,548,1067,412,253,219,361,346,99,117,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8266,1671,404,287,610,400,326,224,484,439,612,353,684,493,637,348,301,263,815,652,1289,640,550,380,1136,510,305,168,63,82,50,73,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,67451,3293,3615,904,4037,1013,4613,1174,4212,1084,3651,878,5892,1270,3991,1182,5615,1370,3714,1112,5798,1242,9035,1525,7911,1401,2859,932,1635,793,545,355,328,212,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,174026,6437,17532,2136,9679,1624,11313,1683,12742,1932,10921,1828,8993,1490,9805,1837,10295,1963,7449,1391,12258,1974,17342,2732,18405,2357,11204,1883,5318,1388,7092,1398,3678,1024,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69702,3990,9784,1799,4633,1057,4069,1051,6694,1371,3162,1068,5570,1383,3610,1034,4103,1032,3111,858,5611,1349,6249,1442,6333,1312,2640,924,1478,693,1229,645,1426,842,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,512398,9470,69604,4910,43525,3320,39678,3764,36669,3119,29987,3396,28425,2840,25503,2969,23974,2852,20525,2857,40927,3653,45469,3372,44411,3621,25277,2849,15747,2318,14316,2167,8361,1388,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,77387,4736,6372,1519,4103,1370,5158,1307,9952,2026,6555,1533,8619,2061,6292,1371,5074,1358,2828,980,4916,1150,6595,1670,6626,1588,2123,681,880,722,896,545,398,293,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,32078,2530,3515,941,1953,720,2387,700,2723,863,1955,818,2272,741,1623,662,1698,633,1628,584,3007,990,2854,862,2211,843,1498,624,1424,729,762,448,568,338,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28778,1829,2533,647,1666,459,2786,839,1820,637,3053,901,2111,617,1827,642,1921,568,1176,394,2461,650,2139,595,2375,687,1422,565,685,405,517,384,286,209,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27091,2717,741,478,1120,608,873,494,1249,598,1540,670,1986,589,1567,816,2570,939,936,542,3406,1164,4646,1349,3245,1155,1302,558,1070,498,461,333,379,252,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,71102,4330,10140,2087,6005,1447,5807,1297,6036,1352,5630,1300,3423,940,3411,956,3335,971,2510,860,5028,1305,6928,1306,5932,1360,3102,1042,1401,629,1848,771,566,352,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19598,1993,3315,949,1547,809,859,498,1844,695,957,529,982,553,1135,780,1314,631,637,530,933,494,1951,855,2843,1040,524,422,210,163,208,192,339,292,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19092,2441,1140,603,1076,608,1416,615,2569,1271,1782,943,1915,830,845,523,1941,760,855,471,1349,643,1792,721,1398,716,796,587,57,94,0,203,161,175,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22686,2132,1718,918,994,470,1885,782,2933,1018,1632,627,1578,699,2731,1013,1426,818,1222,567,1732,662,2386,938,1306,495,252,211,441,497,186,267,264,358,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,421565,10565,31956,2682,24208,2961,27140,3384,31471,3494,28755,2911,29187,3288,23987,2524,29824,3080,20134,2826,34923,2729,46093,4489,42378,3494,23939,2020,11212,1676,9769,1911,6589,1628,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32817,2551,2415,1008,1335,796,2194,876,2097,800,1999,842,3041,1017,1918,760,1908,829,2706,913,4100,1138,3474,1051,2303,918,1578,699,794,559,616,400,339,419,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,49288,4047,1471,622,1552,855,1926,734,2746,1053,2450,946,2221,903,2901,934,2947,1046,2980,1333,5767,1490,5243,1411,5944,1466,4994,1365,2665,938,2040,599,1441,527,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,73335,3623,4538,1222,3161,1011,4212,1157,5352,1337,4643,1209,5503,1194,5157,1283,4809,1338,4822,1260,7303,1483,8990,1796,8408,1732,2885,915,1056,459,1392,599,1104,554,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,29170,2533,2548,764,1734,590,1801,663,2297,782,2853,903,1497,562,2229,830,1390,542,1060,644,3500,1008,3239,982,3074,1036,1260,485,345,229,241,207,102,114,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,206935,6115,72342,4065,26506,2492,24478,2760,17307,2169,11173,1510,10660,1460,8682,1437,5476,1048,5710,1113,7076,1397,8226,1633,4521,1207,2308,808,705,380,694,424,1071,498,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
