GEO_ID,B14007F_001E,B14007F_001M,B14007F_002E,B14007F_002M,B14007F_003E,B14007F_003M,B14007F_004E,B14007F_004M,B14007F_005E,B14007F_005M,B14007F_006E,B14007F_006M,B14007F_007E,B14007F_007M,B14007F_008E,B14007F_008M,B14007F_009E,B14007F_009M,B14007F_010E,B14007F_010M,B14007F_011E,B14007F_011M,B14007F_012E,B14007F_012M,B14007F_013E,B14007F_013M,B14007F_014E,B14007F_014M,B14007F_015E,B14007F_015M,B14007F_016E,B14007F_016M,B14007F_017E,B14007F_017M,B14007F_018E,B14007F_018M,B14007F_019E,B14007F_019M,NAME,B14007F_001EA,B14007F_001MA,B14007F_002MA,B14007F_002EA,B14007F_003MA,B14007F_003EA,B14007F_004EA,B14007F_004MA,B14007F_005MA,B14007F_005EA,B14007F_006EA,B14007F_006MA,B14007F_007EA,B14007F_007MA,B14007F_008MA,B14007F_008EA,B14007F_009MA,B14007F_009EA,B14007F_010EA,B14007F_010MA,B14007F_011EA,B14007F_011MA,B14007F_012EA,B14007F_012MA,B14007F_013MA,B14007F_013EA,B14007F_014MA,B14007F_014EA,B14007F_015EA,B14007F_015MA,B14007F_016MA,B14007F_016EA,B14007F_017EA,B14007F_017MA,B14007F_018EA,B14007F_018MA,B14007F_019MA,B14007F_019EA,state
0400000US22,46825,5278,10602,2516,1316,881,201,246,1398,938,944,535,775,529,411,314,406,330,394,291,86,97,416,434,390,281,322,202,92,124,316,242,2544,912,591,466,36223,4183,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,235604,11546,68558,5321,4537,1044,4488,1107,3895,994,4172,1112,5177,1383,3966,1147,4324,1218,3078,977,4079,1100,3686,926,3939,1026,3404,888,3514,973,3545,1077,9822,1913,2932,1072,167046,8049,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,269960,12297,85259,6101,4670,1382,4857,1400,4737,1215,3695,1046,4118,994,4286,1091,4447,1119,4313,1249,3928,1095,4258,1112,5944,1348,4861,957,3939,1077,4588,1180,20122,2618,2496,857,184701,8977,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,114058,7239,39678,4045,1440,1137,2331,832,1756,633,2516,808,2348,922,1789,643,2755,1001,2506,855,2488,822,1711,637,2230,871,2684,706,1579,561,2270,740,6887,1422,2388,931,74380,4874,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,79109,5675,25055,2568,1854,646,1693,600,2187,787,1858,701,845,389,1345,497,1982,732,1490,710,802,401,1559,637,1799,624,994,516,1302,548,1798,699,3207,1039,340,238,54054,4283,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,25399,4138,6258,1731,20,42,723,557,582,484,473,360,845,588,214,230,145,168,503,325,306,231,359,244,345,324,180,196,129,126,8,15,1382,796,44,73,19141,3248,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,61725,5525,21017,2795,1030,536,1672,805,1242,764,1765,746,1888,756,1519,563,1290,579,1182,640,1043,532,1256,649,725,357,575,335,937,499,897,513,3444,1094,552,441,40708,4059,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,28815,5155,9694,2416,907,516,513,335,300,244,520,503,240,237,486,397,732,495,829,526,731,412,456,269,669,386,843,569,797,464,377,215,1105,456,189,203,19121,3110,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,253317,12555,80797,5922,3097,1284,3894,1092,4733,937,4580,1172,3920,1201,5156,1185,4874,1215,4223,1142,4648,1170,5529,1434,5339,1154,5205,1327,5835,1264,5667,1382,12739,2146,1358,542,172520,9027,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,558943,20066,164917,8955,11891,2052,8747,1437,9762,1543,7604,1574,9251,1496,8228,1472,9013,1739,8318,1478,9500,1635,10033,1936,7625,1768,10567,1810,8789,1598,7864,1294,33692,4121,4033,1057,394026,14638,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,203769,12891,58267,5116,2126,795,2936,937,3456,1099,3823,1098,3000,1076,3190,1179,4294,1183,4568,1514,1627,547,1840,867,2967,1021,3378,1024,3217,1006,3850,1234,13004,2308,991,539,145502,9319,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,1678902,29841,500132,11379,29344,3900,25979,2304,24841,2394,26622,2708,25332,3157,28006,3048,28727,2959,26229,3043,27009,3072,29807,2804,25296,2577,26757,2773,28395,2765,28331,2913,107009,5258,12448,2137,1178770,24136,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,279923,14557,96906,6958,3583,1050,7336,1517,7630,1606,6792,1457,6756,1854,6553,1389,5693,1532,5277,1245,7089,1614,5157,1241,4879,1068,5626,1314,4102,1204,6196,1425,12735,2075,1502,525,183017,10345,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,94233,6948,32481,3420,1136,591,2321,775,1480,674,1821,748,1825,695,1507,733,2043,794,1879,637,1471,570,2392,740,1736,671,1645,648,2119,565,2008,813,5815,1102,1283,590,61752,4787,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,102945,6668,37082,3448,2151,605,2471,740,2039,687,2398,657,3337,964,1562,500,2529,677,2082,627,2250,535,1628,478,2439,641,2004,671,1877,468,2575,939,5438,954,302,212,65863,4144,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,103097,8317,35696,4424,1361,662,1052,520,1567,597,1467,660,1885,684,2097,817,1921,762,2037,891,2022,701,2008,747,2163,781,2062,725,2458,1018,2834,1029,7546,1628,1216,706,67401,5599,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,235762,13039,77874,6133,4395,1196,4659,1530,3624,893,4104,1087,4957,1484,3278,972,3557,1104,3409,958,3591,1025,4455,941,4106,1046,4415,970,5749,1257,5155,1119,15619,2460,2801,998,157888,8851,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,62639,6349,19652,3244,304,262,917,500,1101,614,1109,624,1129,558,1118,573,1622,783,1678,605,897,524,717,546,1584,779,935,642,868,467,766,382,4539,1463,368,399,42987,4279,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,65629,6710,21291,3197,1257,518,846,448,1569,704,502,326,1820,678,1069,631,1724,803,782,437,2157,917,1564,697,1600,728,1287,578,936,475,698,413,3200,1063,280,269,44338,4658,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,84282,6877,26363,3400,1102,520,2189,722,1562,721,2381,921,1356,527,2086,852,2226,1236,2690,842,1011,497,2008,776,1540,611,1232,564,1152,555,773,426,2320,698,735,693,57919,5566,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1423405,32859,427684,14415,23935,3639,24645,3088,21273,2822,28277,2636,23729,2362,22881,2826,25902,3032,25425,3137,25243,3026,26256,3148,25969,3273,23647,2618,22858,2605,24928,2659,74821,5642,7895,1671,995721,22410,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,129157,9186,45340,5001,2937,1142,2871,822,3419,1165,4040,1247,2480,794,3391,1004,2138,777,1754,768,2076,646,2970,867,2913,1031,1769,719,2184,772,3105,1143,6874,1484,419,374,83817,5813,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,192479,13565,60682,5524,2598,1121,4244,1268,2156,947,4612,1315,4027,1167,3075,1049,3295,948,3384,1114,2838,1013,3255,1146,3380,1023,3386,1089,2321,785,3722,1274,12659,2331,1730,690,131797,9708,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,272445,11367,95907,6828,4966,1382,6522,1763,5292,1326,7131,1663,5839,1367,5046,1325,5426,1149,5545,1269,4159,1043,5061,1287,6721,1223,5310,1303,6016,1287,5707,1569,15890,2194,1276,745,176538,8182,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,96449,7882,33941,4074,1734,866,2216,567,1452,573,1835,627,2306,711,1792,625,2115,692,1790,506,2301,781,2871,967,2169,682,1897,676,1369,526,1612,636,6039,1166,443,339,62508,4947,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,575493,14119,155359,6003,7721,1693,6746,1554,7703,1593,6491,1432,6486,1361,6568,1500,7364,1639,6714,1749,7613,1635,8282,1583,7783,1445,8841,1491,6452,1361,10311,1822,44997,4051,5287,1670,420134,11596,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
