GEO_ID,C17010F_001E,C17010F_001M,C17010F_002E,C17010F_002M,C17010F_003E,C17010F_003M,C17010F_004E,C17010F_004M,C17010F_005E,C17010F_005M,C17010F_006E,C17010F_006M,C17010F_007E,C17010F_007M,C17010F_008E,C17010F_008M,C17010F_009E,C17010F_009M,C17010F_010E,C17010F_010M,C17010F_011E,C17010F_011M,C17010F_012E,C17010F_012M,C17010F_013E,C17010F_013M,C17010F_014E,C17010F_014M,C17010F_015E,C17010F_015M,C17010F_016E,C17010F_016M,C17010F_017E,C17010F_017M,NAME,C17010F_001EA,C17010F_001MA,C17010F_002EA,C17010F_002MA,C17010F_003MA,C17010F_003EA,C17010F_004MA,C17010F_004EA,C17010F_005MA,C17010F_005EA,C17010F_006EA,C17010F_006MA,C17010F_007EA,C17010F_007MA,C17010F_008MA,C17010F_008EA,C17010F_009MA,C17010F_009EA,C17010F_010MA,C17010F_010EA,C17010F_011EA,C17010F_011MA,C17010F_012EA,C17010F_012MA,C17010F_013EA,C17010F_013MA,C17010F_014EA,C17010F_014MA,C17010F_015MA,C17010F_015EA,C17010F_016MA,C17010F_016EA,C17010F_017EA,C17010F_017MA,state
0400000US13,58248,4330,15957,2390,8557,2027,7959,1897,7400,1775,1501,640,1382,581,5899,1615,5352,1525,42291,4061,30618,3452,20788,2822,11673,2117,5450,1447,2996,1102,6223,1560,4263,1281,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,7298,1348,1636,760,564,358,433,302,1072,723,246,301,246,301,826,652,562,519,5662,1180,3625,815,1979,643,2037,780,660,434,449,359,1377,664,993,584,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,165193,6056,31363,2824,14833,2162,12580,2052,16530,2204,2938,1035,2566,989,13592,1918,12396,1906,133830,5492,92592,4903,59987,3968,41238,3427,18723,2384,10938,1913,22515,2381,14941,2129,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,28140,2693,7790,1515,3458,1013,2960,914,4332,1058,1110,691,763,499,3222,885,2882,818,20350,2203,13426,1762,8414,1582,6924,1433,2778,766,1747,695,4146,1236,2564,954,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,10248,1535,2002,705,783,350,783,350,1219,644,385,432,385,432,834,489,820,487,8246,1447,5272,1095,3390,931,2974,1051,1536,710,1303,731,1438,612,1236,587,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,13474,1756,2378,704,964,380,782,386,1414,627,448,336,448,336,966,559,966,559,11096,1723,7366,1316,4240,1125,3730,919,2474,815,1718,694,1256,406,962,377,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,6521,1055,1702,542,931,423,789,403,771,361,561,289,561,289,210,191,140,131,4819,995,3139,889,2237,788,1680,611,1014,393,653,335,666,446,666,446,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,10997,1675,1285,597,605,463,475,423,680,362,108,133,108,133,572,365,552,365,9712,1672,7868,1507,4011,1209,1844,803,1040,653,630,548,804,440,336,310,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,48764,3190,6301,1345,1442,554,1226,502,4859,1262,986,584,678,475,3873,1184,3873,1184,42463,2906,26433,2586,17493,2392,16030,2386,9113,1611,5788,1279,6917,1355,4890,1189,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,58843,3939,16662,2003,3474,1120,2257,752,13188,1826,1903,701,1585,646,11285,1665,9802,1600,42181,3396,20100,2235,11937,1907,22081,2619,6183,1700,2731,1042,15898,2094,9983,1720,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25240,2227,5421,1131,2062,713,1717,628,3359,935,782,422,675,391,2577,798,2412,781,19819,2072,12774,1836,8370,1455,7045,1425,3423,921,2065,757,3622,1021,2417,815,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16088,1576,2882,797,1191,489,1067,455,1691,699,213,168,196,161,1478,698,1478,698,13206,1681,7277,1151,5333,898,5929,1400,2655,781,1026,447,3274,1149,2790,1118,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,4831,990,1444,584,491,325,474,319,953,490,65,99,65,99,888,494,605,459,3387,791,2657,782,1305,525,730,418,641,384,61,158,89,147,0,207,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,11688,1577,4052,1005,1213,618,1005,555,2839,813,858,581,858,581,1981,681,1787,647,7636,1407,4964,1151,3280,885,2672,766,1365,654,905,513,1307,544,786,447,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,5848,1168,1560,664,739,428,693,428,821,501,316,412,316,412,505,464,468,456,4288,1059,2871,951,2316,877,1417,508,854,424,490,330,563,300,417,273,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,52906,3225,10949,1680,4817,1011,3667,823,6132,1349,667,384,528,337,5465,1175,4708,1022,41957,3079,27822,2517,18697,2360,14135,1815,6564,1334,3534,942,7571,1477,4731,1203,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,132015,5690,28051,2482,9364,1716,7351,1511,18687,1983,3073,980,2801,924,15614,1838,14406,1751,103964,5453,63146,4397,35366,3349,40818,3378,15768,2190,7698,1475,25050,2608,15516,2260,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,45404,3117,10122,2069,4424,1360,3362,1322,5698,1418,1344,648,1020,543,4354,1328,3171,1054,35282,2802,23111,2209,10529,1658,12171,1914,5163,1259,3353,1203,7008,1369,4452,1192,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,380107,8406,106637,5058,28960,2990,21106,2615,77677,4341,10808,1785,7661,1381,66869,4283,54755,3814,273470,7984,148013,6454,88100,4923,125457,5610,39381,3403,20130,2425,86076,4747,50414,3843,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,60570,3721,18386,2045,8928,1741,8190,1614,9458,1649,2668,1184,2575,1172,6790,1410,6598,1387,42184,3660,29384,3379,20744,2898,12800,1939,5817,1404,3366,1212,6983,1312,5576,1133,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,22605,2156,5661,1133,1984,668,1720,634,3677,979,316,256,250,249,3361,959,3204,967,16944,2077,10587,1766,6679,1230,6357,1329,2673,776,1234,502,3684,936,2855,849,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22163,1687,5540,933,2372,761,2075,752,3168,678,471,234,330,185,2697,663,2268,639,16623,1650,12285,1310,8409,1166,4338,974,2816,740,1893,556,1522,529,776,346,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,21858,2364,3488,1116,1455,733,1332,706,2033,911,631,568,631,568,1402,662,1134,559,18370,2335,13647,1820,9782,1564,4723,1358,3229,1131,2113,936,1494,624,1277,607,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,52189,3346,14850,2208,4375,1136,2998,1016,10475,1760,1974,819,1506,749,8501,1605,8188,1593,37339,3040,19354,2366,12177,1899,17985,2473,6540,1464,3504,964,11445,1898,7803,1649,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14687,1696,4157,1245,1053,577,1053,577,3104,1037,494,465,331,409,2610,967,2233,949,10530,1570,5744,1264,3160,934,4786,1291,1685,768,985,523,3101,965,2071,843,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,13820,2165,4798,1222,3097,1088,2969,1041,1701,716,363,258,349,256,1338,725,1338,725,9022,1886,6584,1595,3887,1043,2438,922,1346,728,456,378,1092,526,986,555,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17947,1947,5619,1246,2776,894,2717,898,2843,972,695,554,695,554,2148,754,2003,789,12328,1614,8960,1393,6091,1337,3368,919,1956,699,1601,670,1412,621,1133,597,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,323529,8777,64558,4730,29090,2825,20629,2510,35468,3412,6059,1482,5165,1289,29409,2757,27900,2663,258971,8064,179122,6518,110670,5071,79849,4861,34675,3700,19036,2853,45174,3671,26573,3041,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26667,2301,5139,1302,1869,733,1692,697,3270,1134,482,424,220,305,2788,1028,2462,941,21528,2410,15311,1979,11350,1822,6217,1430,2886,1054,2125,826,3331,1124,2591,996,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,40251,3663,5105,1445,2101,782,2048,783,3004,1005,442,333,337,303,2562,1005,2348,968,35146,3481,23720,3074,17101,2376,11426,2001,4869,1422,3315,1150,6557,1461,4597,1313,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,57669,3186,11746,1969,4059,1094,3717,1052,7687,1578,1965,757,1930,747,5722,1278,5361,1284,45923,3039,31488,2556,23371,2501,14435,2019,7082,1448,5349,1324,7353,1559,5274,1348,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21347,2278,6001,1328,2508,969,2211,924,3493,908,771,455,731,452,2722,795,2722,795,15346,2032,9754,1542,6616,1407,5592,1248,2291,803,1344,529,3301,1031,2351,926,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,142784,5004,71793,4124,29823,2660,12842,1860,41970,2949,8196,1542,5195,1251,33774,2573,24267,1951,70991,3726,47592,3314,17022,2418,23399,2309,6179,1175,1905,642,17220,2044,7791,1508,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
