GEO_ID,B21001C_001E,B21001C_001M,B21001C_002E,B21001C_002M,B21001C_003E,B21001C_003M,B21001C_004E,B21001C_004M,B21001C_005E,B21001C_005M,B21001C_006E,B21001C_006M,B21001C_007E,B21001C_007M,B21001C_008E,B21001C_008M,B21001C_009E,B21001C_009M,B21001C_010E,B21001C_010M,B21001C_011E,B21001C_011M,B21001C_012E,B21001C_012M,B21001C_013E,B21001C_013M,B21001C_014E,B21001C_014M,B21001C_015E,B21001C_015M,B21001C_016E,B21001C_016M,B21001C_017E,B21001C_017M,B21001C_018E,B21001C_018M,B21001C_019E,B21001C_019M,B21001C_020E,B21001C_020M,B21001C_021E,B21001C_021M,B21001C_022E,B21001C_022M,B21001C_023E,B21001C_023M,B21001C_024E,B21001C_024M,B21001C_025E,B21001C_025M,B21001C_026E,B21001C_026M,B21001C_027E,B21001C_027M,B21001C_028E,B21001C_028M,B21001C_029E,B21001C_029M,B21001C_030E,B21001C_030M,B21001C_031E,B21001C_031M,B21001C_032E,B21001C_032M,B21001C_033E,B21001C_033M,NAME,B21001C_001EA,B21001C_001MA,B21001C_002EA,B21001C_002MA,B21001C_003EA,B21001C_003MA,B21001C_004MA,B21001C_004EA,B21001C_005EA,B21001C_005MA,B21001C_006EA,B21001C_006MA,B21001C_007EA,B21001C_007MA,B21001C_008EA,B21001C_008MA,B21001C_009MA,B21001C_009EA,B21001C_010MA,B21001C_010EA,B21001C_011EA,B21001C_011MA,B21001C_012EA,B21001C_012MA,B21001C_013EA,B21001C_013MA,B21001C_014MA,B21001C_014EA,B21001C_015MA,B21001C_015EA,B21001C_016EA,B21001C_016MA,B21001C_017EA,B21001C_017MA,B21001C_018EA,B21001C_018MA,B21001C_019MA,B21001C_019EA,B21001C_020MA,B21001C_020EA,B21001C_021MA,B21001C_021EA,B21001C_022EA,B21001C_022MA,B21001C_023EA,B21001C_023MA,B21001C_024MA,B21001C_024EA,B21001C_025MA,B21001C_025EA,B21001C_026MA,B21001C_026EA,B21001C_027EA,B21001C_027MA,B21001C_028EA,B21001C_028MA,B21001C_029EA,B21001C_029MA,B21001C_030MA,B21001C_030EA,B21001C_031MA,B21001C_031EA,B21001C_032MA,B21001C_032EA,B21001C_033EA,B21001C_033MA,state
0400000US13,21784,3170,11796,2341,3269,1184,8,14,3261,1184,4770,1293,638,509,4132,1145,2345,891,622,361,1723,848,1078,598,698,431,380,333,334,311,9,13,325,309,9988,2072,3975,1367,0,214,3975,1367,3426,1019,418,357,3008,980,1497,697,0,214,1497,697,785,377,9,17,776,375,305,210,0,214,305,210,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,17355,1798,8801,1296,2428,762,13,29,2415,761,3591,890,634,453,2957,855,1828,663,340,279,1488,668,312,191,157,140,155,143,642,355,437,343,205,212,8554,1191,3115,632,0,193,3115,632,3068,958,61,131,3007,937,757,287,12,29,745,283,964,338,22,36,942,334,650,388,0,193,650,388,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,21816,2621,10392,1572,3429,971,0,182,3429,971,3686,943,319,210,3367,932,2251,685,337,249,1914,632,918,416,336,274,582,326,108,127,86,120,22,33,11424,1628,3657,1072,77,127,3580,1053,4056,793,34,51,4022,790,2188,601,0,182,2188,601,1154,411,0,182,1154,411,369,264,0,182,369,264,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,12314,1978,5681,1255,1363,550,82,86,1281,509,2632,1062,707,677,1925,883,888,429,110,125,778,442,632,368,313,280,319,259,166,170,58,107,108,125,6633,1506,2052,1162,0,189,2052,1162,2857,744,188,166,2669,791,1251,452,0,189,1251,452,272,191,0,189,272,191,201,171,0,189,201,171,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,8270,1585,3352,881,1167,500,109,152,1058,489,1040,429,25,56,1015,423,568,336,130,135,438,301,344,254,17,24,327,251,233,187,102,94,131,158,4918,1298,2006,815,13,24,1993,818,1781,638,328,368,1453,538,739,312,94,133,645,312,247,145,0,155,247,145,145,134,0,155,145,134,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20698,2472,9868,1553,4077,1074,0,168,4077,1074,4024,851,966,465,3058,803,951,423,187,163,764,373,588,249,294,194,294,189,228,267,24,30,204,265,10830,1434,4404,1023,0,168,4404,1023,4315,1036,26,49,4289,1032,1247,418,0,168,1247,418,570,278,0,168,570,278,294,134,31,35,263,131,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,18368,1778,8690,1351,2481,951,339,402,2142,815,3184,964,153,169,3031,979,1551,504,182,184,1369,430,1184,522,456,309,728,393,290,221,105,132,185,183,9678,1482,2856,1037,0,204,2856,1037,3119,829,16,39,3103,825,1499,605,116,174,1383,596,1386,706,0,204,1386,706,818,448,0,204,818,448,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,6935,1089,2946,603,1065,482,13,25,1052,480,875,341,67,99,808,329,622,252,326,230,296,159,308,151,94,100,214,153,76,69,27,37,49,65,3989,925,1040,490,26,43,1014,490,1758,479,37,49,1721,475,829,476,0,163,829,476,297,161,15,23,282,162,65,47,0,163,65,47,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,12631,2492,5777,1500,2160,962,72,92,2088,958,2340,841,0,195,2340,841,773,348,173,128,600,307,425,265,302,222,123,140,79,109,0,195,79,109,6854,1452,2709,937,184,244,2525,889,1865,671,0,195,1865,671,1245,511,122,194,1123,510,607,366,0,195,607,366,428,246,0,195,428,246,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,39460,2562,20088,1953,6152,1120,163,168,5989,1095,7765,997,964,437,6801,917,3377,577,816,359,2561,491,2137,493,1033,350,1104,364,657,251,460,228,197,118,19372,1611,6362,1079,32,54,6330,1061,6799,888,196,152,6603,869,3612,629,109,104,3503,633,1850,435,16,27,1834,431,749,268,33,54,716,264,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,38531,2123,18570,1215,7516,838,116,131,7400,831,6237,886,824,359,5413,855,2711,468,656,263,2055,431,1548,363,887,296,661,205,558,240,380,182,178,134,19961,1544,6223,728,11,21,6212,720,7080,916,78,59,7002,913,4037,825,38,72,3999,823,1769,419,6,10,1763,419,852,306,0,143,852,306,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,21796,2223,11595,1568,4456,1075,230,244,4226,1055,3648,960,478,329,3170,877,2246,678,568,307,1678,633,597,270,352,221,245,193,648,522,111,100,537,518,10201,1701,2628,940,0,182,2628,940,4210,992,165,223,4045,950,2012,601,0,182,2012,601,739,364,0,182,739,364,612,300,44,74,568,293,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,43703,1712,21847,1288,8915,970,249,191,8666,1013,7910,870,457,368,7453,833,2813,407,539,205,2274,417,1349,275,743,283,606,168,860,394,415,370,445,192,21856,1335,8756,1069,14,25,8742,1072,6416,676,311,267,6105,634,3764,584,51,77,3713,585,1885,381,125,133,1760,366,1035,268,0,165,1035,268,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26091,2833,12482,1979,4311,1492,97,101,4214,1491,4921,1231,282,222,4639,1236,2114,517,225,225,1889,464,670,296,267,180,403,222,466,206,104,86,362,187,13609,1650,4361,843,0,204,4361,843,4601,878,169,115,4432,864,2349,655,36,54,2313,644,1614,491,0,204,1614,491,684,359,0,204,684,359,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,11239,1841,5685,1292,1643,710,0,197,1643,710,2203,688,239,219,1964,684,726,328,149,228,577,207,750,449,51,67,699,452,363,290,162,220,201,195,5554,1059,1465,603,0,197,1465,603,2316,710,45,74,2271,713,563,241,0,197,563,241,737,390,0,197,737,390,473,362,0,197,473,362,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,136896,2791,63787,1888,25468,1170,675,348,24793,1172,22225,1197,2468,862,19757,1448,8182,652,1675,639,6507,692,4696,571,1623,565,3073,409,3216,616,1809,679,1407,317,73109,1835,27174,1302,199,216,26975,1308,24506,1063,351,323,24155,1052,10937,623,250,239,10687,657,6242,451,0,193,6242,451,4250,308,42,53,4208,307,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,55506,4462,27471,2954,9634,1990,64,81,9570,1970,10358,1660,879,552,9479,1522,4797,1147,760,547,4037,1143,1722,566,458,368,1264,483,960,414,367,234,593,343,28035,2618,9706,1844,0,190,9706,1844,10021,1609,15,31,10006,1616,4055,886,0,190,4055,886,2890,618,0,190,2890,618,1363,497,20,35,1343,489,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,89235,3126,42686,2252,14655,1601,126,125,14529,1616,14422,1230,1628,516,12794,1258,6981,1020,1281,664,5700,781,4615,821,1839,809,2776,659,2013,514,614,302,1399,429,46549,1994,15529,1498,49,82,15480,1476,16380,1226,268,199,16112,1191,7904,853,60,80,7844,833,4259,550,33,39,4226,544,2477,374,0,200,2477,374,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,24201,1014,11193,923,3885,604,69,115,3816,585,4950,770,418,338,4532,702,1328,177,246,166,1082,226,791,167,231,112,560,157,239,54,83,78,156,75,13008,665,4786,693,0,151,4786,693,4806,591,23,39,4783,595,2354,585,83,136,2271,562,698,158,0,151,698,158,364,174,0,151,364,174,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,16058,2060,9568,1478,2606,872,171,165,2435,852,3960,974,526,306,3434,881,1903,666,467,264,1436,597,898,376,175,192,723,344,201,191,60,81,141,169,6490,1162,1583,644,0,187,1583,644,2657,669,211,189,2446,625,1195,472,24,56,1171,460,703,327,75,113,628,283,352,251,0,187,352,251,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,199888,4600,95648,2615,36672,1936,880,360,35792,1910,33266,1640,2746,581,30520,1735,13902,885,2340,506,11562,921,8725,866,4532,574,4193,652,3083,553,1664,395,1419,375,104240,2737,37971,1640,367,189,37604,1638,34539,1355,342,202,34197,1347,15619,889,302,171,15317,894,10607,761,142,133,10465,764,5504,710,98,104,5406,694,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,37319,2966,18612,2048,6913,1225,118,148,6795,1231,5553,1002,261,197,5292,1013,3514,811,852,422,2662,705,1750,640,753,324,997,535,882,546,839,541,43,75,18707,1739,5826,1062,0,197,5826,1062,6745,1255,99,110,6646,1250,3167,598,66,114,3101,582,1707,526,5,11,1702,526,1262,491,0,197,1262,491,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,18910,2809,9067,1522,3285,1109,131,175,3154,1091,3316,790,216,148,3100,778,923,473,313,246,610,384,1278,518,477,310,801,431,265,228,185,175,80,156,9843,1784,2851,936,0,168,2851,936,3692,1122,159,156,3533,1119,1305,437,161,162,1144,406,1409,450,111,133,1298,440,586,318,0,168,586,318,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
