GEO_ID,B10051I_001E,B10051I_001M,B10051I_002E,B10051I_002M,B10051I_003E,B10051I_003M,B10051I_004E,B10051I_004M,B10051I_005E,B10051I_005M,B10051I_006E,B10051I_006M,B10051I_007E,B10051I_007M,NAME,B10051I_001MA,B10051I_001EA,B10051I_002MA,B10051I_002EA,B10051I_003EA,B10051I_003MA,B10051I_004MA,B10051I_004EA,B10051I_005MA,B10051I_005EA,B10051I_006MA,B10051I_006EA,B10051I_007MA,B10051I_007EA,state
0400000US17,71216,4510,13816,2500,9445,2002,4371,1184,57400,3750,31374,3083,26026,2981,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,8179,1514,2950,1013,1785,724,1165,693,5229,1313,2732,853,2497,771,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,4102,1079,1005,617,928,601,77,95,3097,832,1706,670,1391,652,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,6320,1441,2224,852,1357,548,867,575,4096,1186,1804,714,2292,868,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1536,689,836,514,578,503,258,168,700,400,582,365,118,156,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3906,1029,1026,539,701,492,325,231,2880,959,1780,792,1100,627,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,16020,2465,3596,1462,2648,1318,948,489,12424,1935,6192,1497,6232,1329,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,20120,2571,5784,1413,4250,1204,1534,723,14336,2203,8016,1476,6320,1685,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9704,1720,2546,820,1629,611,917,543,7158,1540,3641,1072,3517,1069,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,6599,1685,1235,580,1060,567,175,127,5364,1543,3491,1160,1873,1006,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1566,573,661,367,483,293,178,248,905,471,409,316,496,342,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4221,1100,1656,698,1207,632,449,256,2565,876,1155,649,1410,553,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,3781,834,966,451,649,365,317,271,2815,692,1754,648,1061,454,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,27110,3083,7565,1592,5858,1346,1707,670,19545,2710,8776,1822,10769,2470,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,54325,4718,11772,2136,7170,1807,4602,1318,42553,4048,19226,2949,23327,2847,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,27367,2819,13095,2032,7435,1430,5660,1271,14272,2032,7215,1697,7057,1429,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,121801,6835,31257,3461,17484,2606,13773,2325,90544,5600,44570,3764,45974,3610,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,19496,2660,4324,1289,3005,964,1319,787,15172,2191,10010,2144,5162,1106,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6420,1481,3025,990,2116,855,909,428,3395,934,1163,632,2232,671,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,8787,1600,3643,969,2185,665,1458,677,5144,1236,3010,870,2134,694,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,12098,2264,3851,1218,2699,964,1152,749,8247,1914,4594,1652,3653,1334,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,22604,2259,7847,1514,5492,1296,2355,800,14757,2146,7906,1762,6851,1569,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,4864,1266,1080,612,513,315,567,495,3784,1112,1931,845,1853,840,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,5039,1540,1098,669,1014,667,84,63,3941,1275,2618,1056,1323,617,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4434,1197,1775,790,1590,685,185,205,2659,917,1879,799,780,521,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,411379,13078,150324,7598,109245,6595,41079,3862,261055,10507,138484,8067,122571,6816,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14871,2394,3766,1320,2422,1113,1344,621,11105,2061,7051,1893,4054,1068,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,24231,3243,6923,1708,5057,1545,1866,811,17308,2587,8647,2082,8661,1523,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,23308,3332,7362,1912,5434,1745,1928,705,15946,2806,8945,2190,7001,1652,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,7529,1674,1975,832,1826,817,149,153,5554,1479,3710,1315,1844,798,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,96072,5790,43676,4337,24988,3211,18688,2450,52396,3884,23136,2747,29260,2597,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
