GEO_ID,B10051D_001E,B10051D_001M,B10051D_002E,B10051D_002M,B10051D_003E,B10051D_003M,B10051D_004E,B10051D_004M,B10051D_005E,B10051D_005M,B10051D_006E,B10051D_006M,B10051D_007E,B10051D_007M,NAME,B10051D_001EA,B10051D_001MA,B10051D_002EA,B10051D_002MA,B10051D_003MA,B10051D_003EA,B10051D_004MA,B10051D_004EA,B10051D_005EA,B10051D_005MA,B10051D_006EA,B10051D_006MA,B10051D_007EA,B10051D_007MA,state
0400000US39,9331,1591,599,419,295,251,304,336,8732,1562,1774,775,6958,1362,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2392,724,205,162,75,122,130,126,2187,699,489,322,1698,619,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4228,1094,101,97,0,197,101,97,4127,1096,772,525,3355,929,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,16590,2291,2211,702,1223,578,988,504,14379,2288,2793,1229,11586,1812,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2682,1074,744,518,637,519,107,151,1938,787,254,213,1684,788,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4178,1121,603,375,116,148,487,352,3575,1033,962,727,2613,767,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,48267,4943,6823,1935,3766,1508,3057,1136,41444,4408,9070,2494,32374,3612,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2369,906,701,563,239,274,462,478,1668,611,278,189,1390,537,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,18069,2855,2433,1117,800,538,1633,907,15636,2521,2783,1238,12853,2222,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,18206,2412,2007,810,1231,618,776,444,16199,2335,3482,1253,12717,2014,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5005,1431,547,337,406,237,141,166,4458,1433,1183,566,3275,1052,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
