GEO_ID,B25032F_001E,B25032F_001M,B25032F_002E,B25032F_002M,B25032F_003E,B25032F_003M,B25032F_004E,B25032F_004M,B25032F_005E,B25032F_005M,B25032F_006E,B25032F_006M,B25032F_007E,B25032F_007M,B25032F_008E,B25032F_008M,B25032F_009E,B25032F_009M,B25032F_010E,B25032F_010M,B25032F_011E,B25032F_011M,NAME,B25032F_001EA,B25032F_001MA,B25032F_002MA,B25032F_002EA,B25032F_003MA,B25032F_003EA,B25032F_004MA,B25032F_004EA,B25032F_005MA,B25032F_005EA,B25032F_006EA,B25032F_006MA,B25032F_007MA,B25032F_007EA,B25032F_008MA,B25032F_008EA,B25032F_009MA,B25032F_009EA,B25032F_010MA,B25032F_010EA,B25032F_011EA,B25032F_011MA,state
0400000US17,196820,6907,88596,4120,7594,1163,35630,2994,28354,3202,16935,2370,8231,1521,4984,1292,4223,1218,2273,803,0,182,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,37774,3231,22446,2445,1640,692,2220,871,2513,986,1226,592,3327,1084,1280,695,513,320,2609,837,0,189,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,12302,1708,7462,1394,439,318,253,200,919,643,1006,516,939,579,75,117,653,753,556,366,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,18152,2005,11978,1689,480,339,148,128,1407,588,793,480,226,166,114,191,54,92,2931,958,21,39,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,8919,1185,3783,838,353,258,1127,568,967,553,729,460,512,386,59,99,84,113,1305,515,0,187,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16313,1996,7938,1598,925,411,829,511,1953,769,836,482,881,564,413,301,513,450,2025,824,0,204,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,58283,3669,21816,2420,9399,1800,595,417,1943,738,6246,1199,12550,2215,1708,814,3016,1292,968,589,42,69,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,86106,3979,13655,2056,6668,1175,14125,1906,21520,2469,9541,1619,6553,1462,6517,1217,7208,1504,270,330,49,80,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,34363,2470,19867,1895,1178,545,2650,753,887,407,2600,1000,2099,864,1598,680,1145,569,2295,798,44,72,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,21835,1999,6744,1168,1777,691,1847,688,641,408,1242,519,2230,882,2469,803,1971,717,2914,823,0,143,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,18362,2052,11592,1875,713,565,645,427,1469,802,1424,657,398,390,259,286,286,255,1576,706,0,182,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,8266,1671,5161,1237,198,223,647,473,285,217,748,501,454,321,76,89,61,82,636,487,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,67451,3293,36351,2289,3285,1039,1097,520,6877,1268,8393,1492,3954,1191,2008,733,1882,633,3547,966,57,97,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,174026,6437,37544,2961,13766,1927,44662,3188,27472,2838,14806,1750,14268,2313,8729,1881,11717,1915,1062,733,0,197,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69702,3990,39945,3129,2461,764,1165,617,3361,1006,2773,1201,1469,819,906,488,1278,558,16085,1750,259,206,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,512398,9470,59618,4593,17799,2101,70134,4065,50954,3984,33969,3187,28700,2811,120361,5438,127909,6199,2213,786,741,514,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,77387,4736,33306,3327,2321,965,2267,908,3452,1130,5222,1406,6897,1637,2851,1183,568,372,20447,2615,56,92,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,32078,2530,16535,2121,1584,630,2228,686,2616,960,1905,841,2895,1139,1100,491,1171,514,2044,839,0,187,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28778,1829,19594,1572,593,239,687,296,958,328,1144,421,1746,623,369,309,454,292,3233,723,0,155,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,27091,2717,11483,1733,1246,456,1581,802,2263,871,2484,1077,1972,821,1786,816,1325,691,2951,1094,0,197,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,71102,4330,15514,2412,31925,2470,5917,1554,6215,1461,3663,958,3041,1098,1742,824,2480,911,605,307,0,168,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,19598,1993,3571,968,457,391,3646,1195,7842,1535,881,595,495,459,596,429,1963,713,0,206,147,244,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19092,2441,8277,1695,254,231,397,314,887,587,927,560,1036,647,318,254,190,180,6777,1416,29,50,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,22686,2132,11167,1613,478,302,1450,639,2052,813,1441,628,2063,967,730,453,141,174,3113,995,51,88,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,421565,10565,242692,6738,8847,1343,10131,1980,16648,2169,28339,2365,42091,3315,17417,2339,17240,2113,37836,3809,324,240,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32817,2551,14574,1824,1631,578,2119,830,2658,982,1650,666,3466,1007,1966,861,1021,551,3732,1143,0,187,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,49288,4047,18066,2448,7769,1258,1113,559,3208,1059,4959,1381,8007,1694,1093,589,2163,911,2910,1080,0,197,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,73335,3623,31006,2604,2193,693,2323,951,5611,1424,5938,1376,8118,1761,4686,1140,2093,849,11018,1705,349,269,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,29170,2533,11337,1779,1011,418,6534,1218,2696,882,1751,632,1506,648,1561,674,1152,624,1549,642,73,88,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,206935,6115,145094,4877,27569,2786,5503,1214,6010,1142,6642,1339,8247,1425,2161,713,5084,1016,625,425,0,221,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
