GEO_ID,B13002F_001E,B13002F_001M,B13002F_002E,B13002F_002M,B13002F_003E,B13002F_003M,B13002F_004E,B13002F_004M,B13002F_005E,B13002F_005M,B13002F_006E,B13002F_006M,B13002F_007E,B13002F_007M,NAME,B13002F_001MA,B13002F_001EA,B13002F_002MA,B13002F_002EA,B13002F_003EA,B13002F_003MA,B13002F_004EA,B13002F_004MA,B13002F_005EA,B13002F_005MA,B13002F_006MA,B13002F_006EA,B13002F_007MA,B13002F_007EA,state
0400000US32,75322,4626,4366,1044,2864,1064,1502,635,70956,4498,30402,2504,40554,3883,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1493,586,129,122,0,184,129,122,1364,549,490,258,874,459,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,167430,7310,9593,1743,5634,1208,3959,1473,157837,7561,61936,4010,95901,5704,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,55017,4710,2159,887,933,545,1226,713,52858,4601,20082,2569,32776,3569,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,491870,10877,28209,2875,12509,2133,15700,2419,463661,10386,169873,7481,293788,9366,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,82226,5299,5267,1503,2816,1092,2451,914,76959,5253,36982,3294,39977,3840,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,25122,2733,1599,824,970,603,629,526,23523,2578,10806,1792,12717,2018,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,28698,2302,1834,573,1134,483,700,263,26864,2289,13885,1518,12979,1642,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,30088,2978,1597,740,1128,650,469,359,28491,2843,13593,1716,14898,2362,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,72945,4856,5051,1232,2290,859,2761,1149,67894,5020,22183,2441,45711,4416,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,17236,2139,1016,507,441,318,575,419,16220,2099,6168,1312,10052,1762,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,17625,2344,859,524,380,366,479,407,16766,2348,8662,1714,8104,1797,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3571,1177,129,140,24,44,105,135,3442,1188,1115,554,2327,1170,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,23338,2428,1827,862,1172,622,655,599,21511,2407,10923,1819,10588,1807,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,396043,12440,23119,2497,14558,1897,8561,1659,372924,11824,176728,7395,196196,9054,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,36865,3339,1779,650,1429,547,350,370,35086,3327,18470,2606,16616,2245,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,55531,4688,3437,1205,1877,724,1560,1059,52094,4535,24112,2795,27982,3276,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,77924,4991,6368,1406,3027,916,3341,958,71556,5179,32292,2752,39264,3874,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,27559,2782,1560,596,814,445,746,357,25999,2842,11859,2022,14140,1899,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,152312,6005,5331,1306,1976,702,3355,1098,146981,5832,43141,3765,103840,5009,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
