GEO_ID,B19101F_001E,B19101F_001M,B19101F_002E,B19101F_002M,B19101F_003E,B19101F_003M,B19101F_004E,B19101F_004M,B19101F_005E,B19101F_005M,B19101F_006E,B19101F_006M,B19101F_007E,B19101F_007M,B19101F_008E,B19101F_008M,B19101F_009E,B19101F_009M,B19101F_010E,B19101F_010M,B19101F_011E,B19101F_011M,B19101F_012E,B19101F_012M,B19101F_013E,B19101F_013M,B19101F_014E,B19101F_014M,B19101F_015E,B19101F_015M,B19101F_016E,B19101F_016M,B19101F_017E,B19101F_017M,NAME,B19101F_001EA,B19101F_001MA,B19101F_002EA,B19101F_002MA,B19101F_003EA,B19101F_003MA,B19101F_004MA,B19101F_004EA,B19101F_005MA,B19101F_005EA,B19101F_006MA,B19101F_006EA,B19101F_007EA,B19101F_007MA,B19101F_008EA,B19101F_008MA,B19101F_009EA,B19101F_009MA,B19101F_010EA,B19101F_010MA,B19101F_011EA,B19101F_011MA,B19101F_012EA,B19101F_012MA,B19101F_013EA,B19101F_013MA,B19101F_014EA,B19101F_014MA,B19101F_015EA,B19101F_015MA,B19101F_016EA,B19101F_016MA,B19101F_017MA,B19101F_017EA,state
0400000US23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,48764,3190,1869,721,1401,613,1893,878,2031,687,3089,1081,2831,1032,2830,1027,3201,1019,3620,1177,4895,1324,5432,1353,5906,1325,4910,1243,2056,835,2381,909,419,240,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,58843,3939,6180,1234,5524,1339,6050,1142,3009,1006,4074,1148,3280,837,3215,1062,2312,825,2947,872,4435,1039,5512,1150,5153,1115,3143,934,1178,449,1945,826,886,359,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,25240,2227,1537,699,1277,598,2357,745,1700,751,2222,864,1792,760,1173,557,2120,863,1603,680,2191,722,2623,705,2544,813,959,363,479,339,413,299,250,190,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,16088,1576,987,541,707,454,872,431,967,495,1032,552,1835,683,1891,770,1608,627,939,462,712,377,1618,841,1575,624,470,239,548,259,300,240,27,40,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,11688,1577,1120,541,707,396,1418,668,886,422,986,589,651,336,1159,582,677,453,680,439,857,542,532,348,846,474,512,313,197,207,361,346,99,117,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,5848,1168,75,97,852,561,555,432,140,120,537,349,264,266,323,216,363,278,586,480,829,477,426,299,570,298,215,163,63,82,50,73,0,155,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,52906,3225,3166,785,2891,976,3660,986,2921,752,3033,924,3986,1229,3030,953,4006,1064,3114,991,4637,1167,7607,1392,6335,1230,2457,796,1382,733,420,319,261,167,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,132015,5690,9345,1634,5829,1103,9897,1717,9482,1330,8678,1564,6437,1301,7106,1488,8280,1781,6017,1225,9603,1907,14642,2478,14265,2029,8537,1572,4501,1350,6327,1364,3069,990,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,45404,3117,3391,1079,1800,671,3045,964,4978,1242,1960,798,3504,1073,2679,869,3042,1004,2344,738,3589,1165,4812,1207,4484,966,2187,831,1116,533,1047,594,1426,842,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,380107,8406,38191,3265,30293,3014,29535,3286,29997,2862,24504,2969,23265,2753,20643,2720,18293,2453,14858,2200,32468,3099,35073,3254,33621,3207,19434,2489,12825,1816,11411,1875,5696,1038,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,60570,3721,5173,1131,3931,1181,3771,1130,7782,1781,5881,1525,6479,1625,4785,1376,3065,1001,2537,883,4165,1065,5015,1449,4633,1206,1985,666,816,625,404,403,148,157,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,22605,2156,1979,711,932,418,2339,842,1097,440,1180,515,1727,717,1441,630,1339,530,990,509,2085,797,1993,811,1881,802,1050,469,1315,723,762,448,495,310,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,22163,1687,1641,503,1018,377,2100,804,1319,519,2415,788,1954,659,1318,580,1348,478,850,374,1790,552,1995,591,1962,670,1154,548,657,392,436,375,206,185,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,21858,2364,680,454,659,517,856,500,1194,586,1665,742,1201,486,958,560,2141,854,738,460,2724,1056,4001,1266,1979,720,1152,523,1070,498,461,333,379,252,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,52189,3346,6151,1563,4375,1338,3740,1022,4969,1184,3832,1054,2535,756,3006,848,2972,895,2323,827,3637,1050,5521,1306,3896,1014,2171,719,1449,637,1087,582,525,346,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,14687,1696,1457,649,1455,796,494,426,1639,584,818,439,1067,556,431,310,1165,611,489,398,1131,621,1677,803,2093,900,291,282,187,159,46,75,247,260,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,13820,2165,916,485,1013,640,1243,623,2106,1208,1325,834,1020,493,823,522,1505,729,569,411,654,373,1281,649,826,588,321,204,57,94,0,203,161,175,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,17947,1947,1389,738,882,444,1219,609,2327,893,1291,502,1815,826,1916,883,1439,866,977,537,1576,659,1266,485,916,386,190,180,410,493,70,121,264,358,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,323529,8777,20341,2520,13375,2137,21444,2993,24932,2775,22534,2604,21652,2892,17550,2202,23140,2910,15380,2640,27662,2770,36571,3624,36669,3318,19031,1691,8897,1548,8374,1755,5977,1579,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,26667,2301,1838,894,543,457,1482,739,2062,831,2103,797,2205,925,2151,785,1773,833,2232,840,3402,963,2625,926,1562,693,1524,775,556,446,568,411,41,63,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,40251,3663,1148,669,1309,634,1124,593,2663,899,2280,749,2145,956,2323,981,2476,920,2259,1037,4632,1470,4083,1249,4887,1263,4452,1418,1672,616,1622,550,1176,501,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,57669,3186,3809,1105,1866,649,4094,1038,4349,1417,4252,1082,4391,1258,4311,1192,3652,1152,3525,1009,5312,1160,6870,1428,6055,1215,2162,703,826,411,1091,512,1104,554,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21347,2278,1807,635,1329,570,1147,441,2056,678,2761,986,1296,577,1708,718,1024,413,526,502,2219,745,1724,663,2308,804,1057,464,177,134,106,114,102,114,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,142784,5004,41582,2870,17318,2224,17742,2311,12818,1920,9380,1407,8029,1387,6634,1345,4577,1002,4484,1073,5876,1296,6563,1383,3725,1135,1710,699,809,377,516,397,1021,506,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
