GEO_ID,B19101D_001E,B19101D_001M,B19101D_002E,B19101D_002M,B19101D_003E,B19101D_003M,B19101D_004E,B19101D_004M,B19101D_005E,B19101D_005M,B19101D_006E,B19101D_006M,B19101D_007E,B19101D_007M,B19101D_008E,B19101D_008M,B19101D_009E,B19101D_009M,B19101D_010E,B19101D_010M,B19101D_011E,B19101D_011M,B19101D_012E,B19101D_012M,B19101D_013E,B19101D_013M,B19101D_014E,B19101D_014M,B19101D_015E,B19101D_015M,B19101D_016E,B19101D_016M,B19101D_017E,B19101D_017M,NAME,B19101D_001MA,B19101D_001EA,B19101D_002EA,B19101D_002MA,B19101D_003EA,B19101D_003MA,B19101D_004EA,B19101D_004MA,B19101D_005EA,B19101D_005MA,B19101D_006MA,B19101D_006EA,B19101D_007MA,B19101D_007EA,B19101D_008EA,B19101D_008MA,B19101D_009EA,B19101D_009MA,B19101D_010EA,B19101D_010MA,B19101D_011MA,B19101D_011EA,B19101D_012MA,B19101D_012EA,B19101D_013EA,B19101D_013MA,B19101D_014EA,B19101D_014MA,B19101D_015EA,B19101D_015MA,B19101D_016MA,B19101D_016EA,B19101D_017MA,B19101D_017EA,state
0400000US17,160342,3545,4841,1109,3356,932,3179,819,5265,1273,5075,1245,4480,965,5446,1327,4941,1099,4837,1025,11164,1680,12676,1636,21943,2046,18271,1963,13695,1582,19524,2102,21649,1765,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,27712,1898,1316,602,497,285,828,418,922,440,1350,617,1039,478,1599,584,659,448,1413,941,1440,532,2838,1039,2280,747,1804,659,2208,753,1970,595,5549,1184,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,14595,1540,1015,887,248,171,253,221,1208,602,574,316,881,413,437,240,383,290,835,483,1094,538,2259,946,2388,641,1213,613,593,556,390,283,824,515,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,16986,1282,317,250,450,296,391,251,294,205,568,354,959,385,707,406,1197,570,531,307,1597,758,1460,484,3008,690,2307,678,1121,423,1037,433,1042,406,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,14288,1333,786,556,344,328,590,404,463,305,488,314,464,347,487,311,516,345,882,415,745,356,1991,693,2031,616,1130,456,739,417,928,511,1704,581,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,17057,1126,978,621,721,799,520,248,792,380,669,400,830,424,776,420,532,461,337,184,1550,815,2043,733,1408,517,2451,743,1058,520,838,408,1554,490,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,2778,652,0,163,394,361,65,108,134,143,292,230,53,77,0,163,250,241,80,88,0,163,488,460,322,243,143,138,197,193,190,152,170,167,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,92050,2911,1484,525,1400,526,1494,597,2907,879,1510,633,2712,874,2170,778,2561,786,2183,633,4796,1265,7657,1144,11575,1681,12427,1520,8522,1281,13555,1740,15097,1679,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,99356,2665,3466,1086,2574,805,3839,1056,4036,1118,3207,695,3528,986,2166,742,2542,803,2782,942,5552,1116,6479,1372,11923,1462,12066,1495,8154,1379,8861,1379,18181,1793,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,65808,2169,1837,577,1616,661,2111,715,2067,691,2142,653,1382,487,1871,622,2331,707,2100,618,4039,966,5192,1080,9705,1627,7821,1213,5245,1091,7420,1184,8929,1087,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,52414,2191,2207,787,1415,505,1018,409,1565,589,1820,654,2366,811,1980,667,1757,512,2524,851,3260,879,5470,927,7891,1307,5553,1260,3713,1006,4152,986,5723,1126,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,5894,985,54,76,272,278,19,36,354,246,51,80,184,141,281,292,287,258,462,351,727,489,489,336,1014,633,548,361,257,240,450,279,445,345,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,25173,1508,1305,641,298,312,547,360,547,287,704,421,1091,516,997,400,1418,670,1008,492,1206,559,2382,730,4605,1034,2835,826,1395,597,1659,496,3176,824,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9053,924,754,467,201,144,403,289,428,306,485,442,182,120,706,379,323,252,219,172,619,374,849,523,1287,598,651,337,564,428,629,359,753,445,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,53872,2232,1771,654,1582,621,1256,622,1238,609,2250,756,1927,614,3395,1045,1822,761,2127,700,4483,850,7750,1427,8155,1114,6391,1187,3135,915,3562,900,3028,819,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,7377,1031,254,314,39,61,46,78,180,154,17,33,134,234,459,422,91,110,137,137,288,321,562,468,1018,420,1149,507,725,415,791,337,1487,495,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,212793,3738,5213,1102,2881,916,3857,896,4725,898,3676,1085,6060,1425,4231,1001,3875,865,4167,1113,8121,1287,17562,1972,23354,2097,25193,2388,19759,1780,33254,2392,46865,3292,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,5487,959,85,94,377,294,78,104,290,314,101,145,609,529,79,96,135,129,265,216,377,202,381,328,653,365,565,334,314,332,641,362,537,384,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,370994,6013,13056,1948,14938,2178,18779,2046,19265,2234,15915,1670,17774,1817,14772,1976,11376,1561,13716,2003,20721,2187,32209,2456,40184,3467,33956,2585,26174,2356,34266,3144,43893,3008,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,65099,2500,2526,769,891,479,1910,768,1992,590,1622,486,2127,725,2336,771,2538,691,2692,788,4127,1238,6123,1228,10112,1723,8085,1313,5888,1330,4770,1094,7360,1369,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,51418,2304,1453,655,1180,515,1478,611,1793,777,1135,467,2158,754,1947,632,1893,722,1187,549,2833,804,5727,1281,7987,1307,5265,1054,4380,1041,4916,879,6086,1107,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,16795,1103,781,370,583,365,499,341,954,420,410,186,1016,445,923,516,777,376,226,185,903,378,2067,724,2999,784,1618,596,641,514,933,414,1465,557,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,36454,1832,1668,715,614,351,977,481,757,383,1708,514,1285,477,1089,516,1331,444,1162,540,2000,722,3299,711,5679,991,4633,997,2336,661,3353,790,4563,921,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,96393,2272,4035,1010,2748,918,3982,1210,3190,883,2849,858,4235,852,3043,883,3568,863,3305,906,6946,1237,8900,1210,11596,1644,10081,1345,6089,1147,8972,1269,12854,1418,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7244,1181,283,495,112,133,168,196,629,387,224,216,199,196,355,299,281,203,72,130,397,275,1457,760,1274,548,490,313,240,213,425,271,638,369,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,14841,1591,1109,650,266,238,383,262,697,415,928,479,262,214,714,375,571,300,542,308,1254,642,1428,574,2135,784,1293,574,1278,588,686,382,1295,484,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,24436,1853,426,249,745,596,920,509,486,277,742,409,585,336,1651,786,958,437,1270,654,1741,729,4047,969,3408,908,2786,646,788,380,1436,549,2447,839,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,299008,5256,8608,1617,6819,1409,7848,1541,8322,1533,10013,1402,11067,1861,9604,1945,10776,1980,7642,1242,16839,2440,26082,2959,38535,2983,37376,3284,25417,2542,33809,3112,40251,3378,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,14880,1252,368,388,800,648,294,272,739,483,1163,711,392,283,675,420,402,254,280,218,1240,558,1630,540,2181,597,1243,548,973,480,940,389,1560,567,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,119849,3360,2910,866,1354,510,2091,831,2822,722,2378,651,2894,948,2802,986,4621,1141,2203,757,7320,1239,9336,1396,17647,1934,13291,1573,11576,1280,15145,1882,21459,1739,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,135502,4020,5295,1043,2719,783,3306,879,2402,752,3817,954,4560,1150,4321,1180,3363,907,4744,1287,6510,1174,9642,1751,18192,2382,16785,1877,13273,1756,15146,1602,21427,2165,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,32457,1879,598,260,909,632,701,425,821,473,1143,537,2276,786,1475,729,2224,773,458,225,2719,762,3478,913,5971,953,3428,885,1963,624,1824,532,2469,699,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
